Stimulus,CID,IsomericSMILES,Descriptors,sweet,floral,minty,pungent
4728-82-9,22034852,C=CCOC(=O)CC1CCCCC1,sweet;ripe;fruity;pineapple;apricot;green;peach;waxy,1,0,0,0
928-80-3,13576,CCCCCCCC(=O)CC,floral;fruity;orange;green;citrus;waxy,0,1,0,0
122-43-0,31210,CCCCOC(=O)CC1=CC=CC=C1,sweet;rose;honey;floral;cocoa;hay;chocolate,1,1,0,0
3301-94-8,18698,CCCCC1CCCC(=O)O1,sweet;fatty;coconut;oily;creamy;coumarinic;milky,1,0,0,0
72257-53-5,175002,CC(=O)OC1CC2CCC1(OC2(C)C)C,clean;herbal;eucalyptus;fresh;minty,0,0,1,0
1125-88-8,62375,COC(C1=CC=CC=C1)OC,vegetable;floral;potato;nutty;rooty;winey;fruity;spinach;green;almond;fungal;earthy;sharp,0,1,0,0
10094-36-7,61466,CCOC(=O)CCC1CCCCC1,sweet;fruity;pineapple;pear;peach,1,0,0,0
79-89-0,5372195,CC1=C(C(CCC1)(C)C)/C=C(\C)/C(=O)C,ambergris;floral;woody;orris;waxy,0,1,0,0
14371-10-9,637511,C1=CC=C(C=C1)/C=C/C=O,sweet;spicy;cinnamon;warm;candy,1,0,0,0
98-53-3,7392,CC(C)(C)C1CCC(=O)CC1,patchouli;woody;minty;musk;leathery,0,0,1,0
68083-58-9,107098,CC(CC(C)(C)C1=CC=CC=C1)OC(=O)C,floral;oily;fresh;balsamic;green;woody;grapefruit;gardenia,0,1,0,0
114099-96-6,19872333,CCCC(=O)OC1=C(OC(C1=O)C)C,sweet;earthy;weedy;fruity;wasabi;green;ethereal;tropical,1,0,0,0
102-04-5,7593,C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2,sweet;almond bitter almond;seedy;floral;plastic;honey;rose;powdery;cherry,1,1,0,0
29414-47-9,122370,CSCS,pungent;sulfurous,0,0,0,1
5331-14-6,79240,CCCCOCCC1=CC=CC=C1,metallic;mushroom;floral;watercress;green;gardenia,0,1,0,0
68213-87-6,103378,CC(=CCCC(=CCOCC=O)C)C,sweet;aldehydic;clean;rose;ozone;waxy,1,0,0,0
15323-35-0,47167,CC1C(C2=C(C1(C)C)C=C(C(=C2)C)C(=O)C)(C)C,sweet;dry;fruity;amber;powdery;musk,1,0,0,0
762-29-8,61206,CC(=CCCC(=CCCC(=CCCC(=O)C)C)C)C,floral;fruity;creamy;winey,0,1,0,0
NF012,11253924,CC(=CCC/C(=C\COC(=O)C1=CC=CC=C1)/C)C,sweet;ylang;floral;rose;balsamic,1,1,0,0
2445-83-2,17131,CC1=CC2=C(C=C1)C=CC(=O)O2,sweet;coconut;powdery;coumarinic;tonka,1,0,0,0
88270-38-6,11378500,CCC[C@@H]1CCC(=O)O1,sweet;spicy;herbal;coumarinic;hay,1,0,0,0
22628-11-1,6427787,C[C@]1(CC[C@@H](C(O1)(C)C)O)C=C,floral;creamy;sweet,1,1,0,0
7774-65-4,522673,CC1=CCC(CC1)C(C)(C)OC(=O)C(C)C,spicy;fatty;floral;herbal;peppery;green;bergamot,0,1,0,0
607-90-9,69092,CCCOC(=O)C1=CC=CC=C1O,foliage;plum;floral;clover;fruity,0,1,0,0
5837-78-5,5281163,CCOC(=O)/C(=C/C)/C,sweet;berry;floral;caramellic;fruity;tropical;tutti frutti,1,1,0,0
68555-58-8,50216,CC(=CCOC(=O)C1=CC=CC=C1O)C,metallic;floral;herbal;orchid;green;woody,0,1,0,0
74568-06-2,10154345,CCCCCCC[C@@H]1CCC(=O)O1,sweet;fatty;peach,1,0,0,0
6380-23-0,61400,COC1=C(C=C(C=C1)C=C)OC,cortex;floral;weedy;fruity;green,0,1,0,0
86702-81-0,6428785,CC1=C(C(=O)CC1(C)C)O,sweet;burnt,1,0,0,0
334-49-6,5282724,CCCCCCC/C=C/C(=O)O,sweet;fruity;oily;fresh;waxy,1,0,0,0
108-21-4,7915,CC(C)OC(=O)C,sweet;banana;fruity;ethereal;chemical,1,0,0,0
4674-50-4,1268142,C[C@@H]1CC(=O)C=C2[C@]1(C[C@@H](CC2)C(=C)C)C,sweet;grapefruit peel;peely;orange;citrus;woody;grapefruit;gardenia,1,0,0,0
5910-85-0,20307,CCC=CC=CC=O,spicy;fruity;pungent;green,0,0,0,1
3452-97-9,18938,CC(CCO)CC(C)(C)C,aldehydic;leafy;berry;floral;herbal;melon;weedy;grassy;cooling;camphoreous;green;woody;earthy;hay,0,1,0,0
75166-31-3,1549660,C[C@H](CC1=CC=C(C=C1)C(C)(C)C)C=O,floral;lily of the valley,0,1,0,0
3848-24-6,19707,CCCC(=O)C(=O)C,dry;sweet;fatty;caramellic;fruity;oily;jammy;creamy;phenolic;buttery,1,0,0,0
41610-76-8,162476,CC(=O)OC(C)(CCC1C(O1)(C)C)C=C,floral;woody;fresh;bergamot,0,1,0,0
107-75-5,7888,CC(CCCC(C)(C)O)CC=O,sweet;floral;melon;green;lily;tropical;waxy,1,1,0,0
873888-84-7,67480810,CCC=CCC(C)OC(=O)C1=CC=CC=C1O,floral;lily;muguet;green,0,1,0,0
80-56-8,6654,CC1=CCC2CC1C2(C)C,sweet;herbal;terpenic;camphoreous;cooling;fresh;woody;earthy;pine,1,0,0,0
1669-44-9,15475,CCCCC=CC(=O)C,sweet;spicy;mushroom;blueberry;herbal;oily;earthy;hay;ketonic,1,0,0,0
56578-18-8,5283292,CCCC/C=C/CCCCO,floral;rose;waxy,0,1,0,0
620-23-5,12105,CC1=CC(=CC=C1)C=O,sweet;almond bitter almond;fruity;phenolic;cherry,1,0,0,0
7492-67-3,61401,CC(CCC=C(C)C)CCOCC=O,sweet;aldehydic;floral;melon;fresh;muguet;citrus;green;honeysuckle;waxy,1,1,0,0
10486-14-3,61521,CC(CCCC(=C)C)CCOC(=O)CC1=CC=CC=C1,sweet;rose red rose;floral;honey;powdery;green;geranium;waxy,1,1,0,0
695-06-7,12756,CCC1CCC(=O)O1,sweet;herbal;coconut;tobacco;coumarin,1,0,0,0
69300-15-8,3017923,CCCCCCCCC(C)C#N,floral;fruity;jasmin;peach;lactonic,0,1,0,0
2050-08-0,16299,CCCCCOC(=O)C1=CC=CC=C1O,sweet;floral;herbal;clover;green;chocolate,1,1,0,0
79-77-6,6433147,C[C@@H]1CCC=C(C1(C)C)/C=C/C(=O)C,dry;sweet;seedy;berry;floral;fruity;powdery;woody;orris,1,1,0,0
57461-21-9,6428793,CC1=C(C(=C(C=C1)C)/C=C/C(=O)C)C,floral;green,0,1,0,0
103-37-7,7650,CCCC(=O)OCC1=CC=CC=C1,sweet;loganberry;fruity;pineapple;apricot;apple;fresh;jasmin;tropical;waxy,1,0,0,0
107-74-4,249494,CC(CCCC(C)(C)O)CCO,clean;floral;rose;green;peony;lily,0,1,0,0
140-26-1,8792,CC(C)CC(=O)OCCC1=CC=CC=C1,sweet;blueberry;ripe;floral;rose;fruity;pineapple;apricot;apple;tutti frutti;peach,1,1,0,0
97752-28-8,6437774,CC/C=C\CC/C=C/C#N,floral;violet leaf;walnut;green,0,1,0,0
1117-61-9,101977,C[C@H](CCC=C(C)C)CCO,leafy;petal;floral;citronella;rose;oily,0,1,0,0
93-51-6,7144,CC1=CC(=C(C=C1)O)OC,sweet;vanilla;spicy;medicinal;smoky;burnt;phenolic;candy;woody;clove;leathery,1,0,0,0
556-24-1,11160,CC(C)CC(=O)OC,sweet;estery;fruity;pineapple;apple;tutti frutti,1,0,0,0
78-36-4,62321,CCCC(=O)OC(C)(CCC=C(C)C)C=C,sweet;blueberry;spicy;berry;floral;banana;fruity;pineapple;bergamot;citrus,1,1,0,0
10022-28-3,61431,CCCCCCCC(OC)OC,leafy;floral;rose;violet;ozone;green;citrus,0,1,0,0
51371-47-2,101716,CC1CCC2C1C3C(C3(C)C)CCC2(C)O,floral;rose,0,1,0,0
817-88-9,549663,CC(=CCCC(=CC(=O)C)C)C,floral;fruity,0,1,0,0
539-82-2,10882,CCCCC(=O)OCC,sweet;berry;fruity;pineapple;acidic;apple;green;tropical,1,0,0,0
14901-07-6,638014,CC1=C(C(CCC1)(C)C)/C=C/C(=O)C,sweet;beeswax;berry;floral;fruity;woody;tropical,1,1,0,0
1193-18-6,14511,CC1=CC(=O)CCC1,sweet;benzoin;caramellic;nutty;fruity;walnut;phenolic;almond;cherry,1,0,0,0
65504-97-4,6455146,CCCCCCC1COC(=O)CO1,sweet;nutty,1,0,0,0
40527-42-2,95136,CCOC(C1=CC2=C(C=C1)OCO2)OCC,floral;spicy;heliotrope;sweet,1,1,0,0
7779-78-4,62661,CC(C)CC(CC1=CC=CC=C1)O,floral;herbal;creamy;green;celery,0,1,0,0
3915-83-1,6429039,CC(C)CC(=O)OC/C=C(/C)\CCC=C(C)C,blueberry;sweaty;sour;floral;rose;cranberry;fruity;grape;apple;bergamot;citrus,0,1,0,0
93-08-3,7122,CC(=O)C1=CC2=CC=CC=C2C=C1,sweet;floral;honey;powdery;neroli;orangeflower,1,1,0,0
22029-76-1,519915,CC1=C(C(CCC1)(C)C)C=CC(C)O,sweet;berry;floral;herbal;fruity;violet;powdery;balsamic;woody;tropical,1,1,0,0
1315251-11-6,68161970,C[C@H]1C(C2=C(C1(C)C)C3=NC=NC=C3CC2)(C)C,floral;amber;powdery;musk,0,1,0,0
77-90-7,6505,CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C,sweet;herbal;winey,1,0,0,0
120-45-6S,6951696,CCC(=O)O[C@@H](C)C1=CC=CC=C1,sweet;floral;rose;weedy;fruity;fresh;green;tropical;citrus;gardenia,1,1,0,0
65405-67-6Z,5354898,C/C(=C/C1=CC=C(C=C1)OC)/C=O,floral;spicy;cinnamon,0,1,0,0
69103-01-1,14235,CC(=O)OC(C)(C)CCCC(=C)C=C,cortex;floral;herbal;buchu;fresh;bergamot;citrus,0,1,0,0
107-19-7,7859,C#CCO,floral;geranium,0,1,0,0
1552-67-6,519129,CCCC=CC(=O)OCC,sweet;juicy;rummy;fruity;green,1,0,0,0
2270-60-2,61290,CC(CCC=C(C)C)CC(=O)OC,sweet;dry;fatty;floral;weedy;winey;fruity;dusty;geranium;waxy,1,1,0,0
NF0555,54437003,CC=CCSC(C(C)C)C(=O)CC(C)C,grapfruit;floral;citronellal;woody;citrus,0,1,0,0
928-96-1,5281167,CC/C=C\CCO,vegetable;foliage;herbal;melon rind;oily;grassy;fresh;green;pungent,0,0,0,1
18824-63-0,87813,CCCCCCCCC(OC)OC,floral;plastic;fresh;green;citrus,0,1,0,0
42822-86-6,556998,CC1CCC(C(C1)O)C(C)(C)O,herbal;minty;eucalyptus,0,0,1,0
1599-49-1,15336,CCCCCC1OCC(O1)C,sweet;vegetable;rue;clean;petroleum;fruity;pineapple;fresh;green;licorice;waxy,1,0,0,0
84029-93-6,163400,CCOC(C)OC(C)(CCCC(C)C)C=C,sweet;floral;fruity;cardamom;fresh;tropical,1,1,0,0
589-18-4,11505,CC1=CC=C(C=C1)CO,floral;mild,0,1,0,0
106-73-0,7826,CCCCCCC(=O)OC,sweet;berry;floral;fruity;apple;green;orris;waxy,1,1,0,0
77134-01-1,5315912,CC(=O)OC/C=C\C1=CC=CC=C1,floral;spicy;balsamic,0,1,0,0
95-87-4,7267,CC1=CC(=C(C=C1)C)O,sweet;naphthyl;bacon;smoky;phenolic,1,0,0,0
140-11-4,8785,CC(=O)OCC1=CC=CC=C1,sweet;floral;fruity;fresh;jasmin,1,1,0,0
465-31-6,101680,CC1(C2CCC(C2)C1(C)O)C,mentholic;musty;minty;camphoreous,0,0,1,0
925-78-0,61235,CCCCCCC(=O)CC,sweet;spicy;leafy;floral;herbal;fruity;fresh;jasmin,1,1,0,0
2345-26-8,6086514,CC(C)C(=O)OC/C=C(\C)/CCC=C(C)C,sweet;floral;rose;fruity;apricot;powdery;green;citrus;peach,1,1,0,0
67860-01-9,105844,CCCC(=O)OC1=C(OC=CC1=O)C,sweet;strawberry;fruity;berry,1,0,0,0
15111-96-3,61780,CC(=C)C1CCC(=CC1)COC(=O)C,spicy;floral;herbal;fruity;geranium;phenolic;green;fruit dried fruit;woody,0,1,0,0
675-09-2,12662,CC1=CC(=O)OC(=C1)C,sweet;gourmand;caramellic;balsamic;green;sugar;licorice,1,0,0,0
110-42-9,8050,CCCCCCCCCC(=O)OC,fermented;floral;winey;fruity;oily,0,1,0,0
5760-50-9,6435903,C/C=C/CCCCCCCC(=O)OC,fatty;floral;rose;fungal;earthy;waxy,0,1,0,0
6091-50-5,61362,CC1=CC(=O)[C@@H](CC1)C(C)C,mentholic;peppermint;minty;herbal,0,0,1,0
21145-77-7,89440,CC1CC(C2=C(C1(C)C)C=C(C(=C2)C(=O)C)C)(C)C,strong;sweet;fruity;amber;powdery;musk,1,0,0,0
106-65-0,7820,COC(=O)CCC(=O)OC,sweet;estery;rummy;bubble gum;floral;fruity;green;tutti frutti;papaya,1,1,0,0
2949-92-0,18064,CSS(=O)(=O)C,roasted;pungent;sulfurous,0,0,0,1
75-07-0,177,CC=O,musty;aldehydic;fruity;fresh;ethereal;pungent,0,0,0,1
49773-24-2,3016499,CCOC(=O)C(C)(C)SC,sulfurous;fruity;green;ethereal;minty,0,0,1,0
111-28-4,8104,CC=CC=CCO,sweet;musty;vegetable;herbal;nutty;whiskey;green;almond;raw;marzipan,1,0,0,0
39647-11-5,1738122,CCCCC[C@H]1[C@H](CCC1=O)CC(=O)OC,floral;jasmin,0,1,0,0
122-00-9,8500,CC1=CC=C(C=C1)C(=O)C,sweet;vanilla;naphthyl;floral;acacia;powdery;mimosa;coumarinic;hawthorn;cherry,1,1,0,0
122-73-6,31227,CC(C)CCOCC1=CC=CC=C1,floral;weedy;fruity;pea green pea;bean green bean;jasmin;gardenia,0,1,0,0
86803-90-9,163529,COC1CC2CC1C3C2CC(C3)C=O,aldehydic;magnolia;marine;floral;seashore;ozone;fresh;mossy;watery;woody,0,1,0,0
139564-42-4,53436911,CC(C(C)OC(=O)C)C(=O)OC,sweet;fruity,1,0,0,0
10519-11-6,25324,CC(=O)OC1CCC2CCCCC2C1,floral;herbal;fruity;dusty;woody,0,1,0,0
60047-17-8,22310,CC1(CCC(O1)C(C)(C)O)C=C,musty;floral;herbal;camphoreous;balsamic;pine,0,1,0,0
111-80-8,8137,CCCCCCC#CC(=O)OC,floral;melon;cucumber;violet leaf;green,0,1,0,0
705-86-2,12810,CCCCCC1CCCC(=O)O1,sweet;fatty;fruity;oily;coconut;creamy;fresh;milky;dairy;peach;lactonic,1,0,0,0
35154-45-1,5367681,CC/C=C\CCOC(=O)CC(C)C,dirty;floral;fruity;pineapple;apple green apple;fresh;green;tropical,0,1,0,0
119-36-8,4133,COC(=O)C1=CC=CC=C1O,sweet;root beer;camphoreous;phenolic;minty;wintergreen;aromatic,1,0,1,0
69103-20-4,94648,CC(=CCC1C(O1)(C)C)C=C,sweet;metallic;opoponax;herbal;sage clary sage;pear;lavender;fresh,1,0,0,0
937-30-4,13642,CCC1=CC=C(C=C1)C(=O)C,floral;hawthorn,0,1,0,0
92760-25-3,523035,CC1(C2CCC(O1)(C=C2)C)C,lemon;minty,0,0,1,0
58214-97-4,346281,C1=CC=C(C=C1)OCCOC=O,sweet;cinnamon;cinnamyl;powdery;balsamic;storax,1,0,0,0
68797-68-2,111369,CC(CCCC(C)(C)O)CC#N,floral;fresh;muguet;lily;woody,0,1,0,0
13679-72-6,83653,CC1=C(SC=C1)C(=O)C,floral;cananga;phenolic;almond;wintergreen,0,1,0,0
78-85-3,6562,CC(=C)C=O,floral;hyacinth;foliage;green,0,1,0,0
3691-12-1,107152,CC1CCC(CC2=C1CCC2C)C(=C)C,sweet;woody;peppery;balsamic,1,0,0,0
112-38-9,5634,C=CCCCCCCCCC(=O)O,sweet;woody,1,0,0,0
22717-57-3,89802,CC1=CC(=C(C=C1)O)C(=O)OC,minty;fruity;leathery;cherry,0,0,1,0
100-42-5,7501,C=CC1=CC=CC=C1,sweet;plastic;floral;balsamic,1,1,0,0
105-68-0,7772,CCC(=O)OCCC(C)C,sweet;estery;ripe;banana;fruity;pineapple;apple;fresh;green;fruit tropical fruit;tropical,1,0,0,0
25152-85-6,5367706,CC/C=C\CCOC(=O)C1=CC=CC=C1,fatty;floral;orchid;leaf;fresh;green;balsam,0,1,0,0
94-47-3,7194,C1=CC=C(C=C1)CCOC(=O)C2=CC=CC=C2,floral;honey;balsamic;rose,0,1,0,0
4630-07-3RSR,11160025,C[C@@H]1CCC=C2[C@@]1(C[C@@H](CC2)C(=C)C)C,sweet;dry;oily;fresh;orange;citrus;green;woody;grapefruit,1,0,0,0
78-35-3,6532,CC(C)C(=O)OC(C)(CCC=C(C)C)C=C,sweet;juicy;berry;fruity;lavender;bergamot;woody;citrus,1,0,0,0
68527-74-2,109455,CC1COC(O1)C2=CC(=C(C=C2)O)OC,sweet;vanilla;cocoa;powdery;phenolic;creamy;dairy;chocolate,1,0,0,0
68489-09-8,11266244,C[C@@H]1CC[C@H]([C@@H](C1)C(=O)NC2=CC=C(C=C2)OC)C(C)C,minty;cool,0,0,1,0
7493-79-0Z,6435834,CCCCC/C(=C/C1=CC=CC=C1)/COC=O,sweet;herbal;green;oily,1,0,0,0
63458-80-0,20519098,CCCCC(=O)C(CCC)S,leafy;fruity;green;minty;grapefruit,0,0,1,0
83926-73-2,14434313,CC(C)(CCC1CCCCC1)O,floral;bois de rose;coriander,0,1,0,0
144-39-8,61098,CCC(=O)OC(C)(CCC=C(C)C)C=C,rummy;floral;rose;fresh;bergamot;lily;woody,0,1,0,0
74585-00-5,21885377,C=CCCCC1CCCC(=O)O1,sweet;nutty;creamy,1,0,0,0
56805-23-3EE,5365706,CC/C=C/C/C=C/CCO,sweet;fatty;melon;cucumber;fruity;pear;fresh;green;raw;pepper bell pepper;watermelon;waxy,1,0,0,0
6222-35-1,61375,CCC(=O)OC1CCCCC1,sweet;banana;fruity;green;waxy,1,0,0,0
91-16-7,7043,COC1=CC=CC=C1OC,sweet;vanilla;musty;creamy;phenolic,1,0,0,0
68165-40-2,198512,CC(C)CC1OC(OC(O1)CC(C)C)CC(C)C,sweet;vanilla;berry;cocoa;creamy;milky;dairy;chocolate,1,0,0,0
2363-88-4,16899,CCCCCC=CC=CC=O,sweet;fatty;chicken;oily;fresh;orange;green;citrus,1,0,0,0
87310-12-1,522874,CCCCCCCCCOC(=O)CCCCCCCC,aldehydic;floral;rose;fruity;oily;orange,0,1,0,0
623-05-2,125,C1=CC(=CC=C1CO)O,sweet;fruity;almond bitter almond;coconut,1,0,0,0
79915-74-5,166517,CC(C)OCCOC(=O)C1=CC=CC=C1O,sweet;floral;herbal;balsamic;cherry,1,1,0,0
124-06-1,31283,CCCCCCCCCCCCCC(=O)OCC,sweet;orris;violet;waxy,1,0,0,0
2305-25-1,61293,CCCC(CC(=O)OCC)O,sweet;spicy;grape;cranberry;fruity;pineapple;dusty;green;woody;hay;woody burnt wood;citrus,1,0,0,0
68931-30-6,92862,CC(=CCCC(=CCCC(=CCCC(C)(C=C)O)C)C)C,floral;rose,0,1,0,0
71648-43-6,61000,CC(=CCCC(=CCOC(=O)CC1=CC=CC=C1)C)C,sweet;floral;honey;rose;fruity;powdery;balsamic;fruit dried fruit;tropical,1,1,0,0
2556-10-7,102849,CCOC(C)OCCC1=CC=CC=C1,leafy;nasturtium;floral;fresh;green;hyacinth,0,1,0,0
68039-29-2,6437207,CCCCCCCCC(=O)OC/C=C(\C)/CCC=C(C)C,floral;geranium;rose;green,0,1,0,0
6290-37-5,61384,CCCCCC(=O)OCCC1=CC=CC=C1,sweet;sweaty;floral;honey;banana;pineapple;green;woody;waxy,1,1,0,0
491-09-8,61128,CC1=CCCC(=C(C)C)C1=O,minty;phenolic;sharp,0,0,1,0
22104-79-6,61896,CCCCCCC=CCO,sweet;vegetable;fatty;melon;cucumber,1,0,0,0
2217-33-6,551316,CCCC(=O)OCC1CCCO1,sweet;musty;fruity;pineapple;apricot;creamy;green;tropical,1,0,0,0
64280-32-6,53423642,C1=COC(=C1)CC2=CC(=CO2)CC3=CC=CO3,floral;fruity,0,1,0,0
68345-22-2,71544,CC(C)COC(CC1=CC=CC=C1)OCC(C)C,sweet;cortex;floral;rose;honey;cocoa;powdery;brown;green;almond;fruit dried fruit,1,1,0,0
68480-15-9,109418,CC1CCC(C(C1)C)CO,floral;minty;earthy;leathery,0,1,1,0
61931-81-5,5364231,CC/C=C\CCOC(=O)C(C)O,sweet;vegetable;leafy;melon;violet leaf;fruity;green;tropical;waxy,1,0,0,0
98-86-2,7410,CC(=O)C1=CC=CC=C1,sweet;cherry;vanilla;floral;nutty;acacia;marzipan;mimosa;coumarinic;hawthorn;almond;chemical;heliotrope;pungent,1,1,0,1
622-45-7,12146,CC(=O)OC1CCCCC1,sweet;musty;solvent;banana;fruity;apple;ethereal,1,0,0,0
72845-33-1,175211,CCOC(C)(CCC=C(C)C)C=C,floral,0,1,0,0
67859-96-5,106917,CC1CC(CC(C1)(C)C)OC(=O)C,sweet;spicy;floral;herbal;mentholic;clove;lavender;green;minty,1,1,1,0
7493-63-2,24116,C=CCOC(=O)C1=CC=CC=C1N,leafy;floral;grape;green;heliotrope,0,1,0,0
67634-11-1,106739,CC1CCC(C(C1)C(C)(C)C)O,marine;minty;vetiver;fresh;patchouli;earthy,0,0,1,0
94386-48-8,6445555,COC(=O)C1=CC=CC=C1N=C/C=C/C2=CC=CC=C2,sweet;spicy;cypress;cinnamon,1,0,0,0
933-48-2,101921,C[C@@H]1C[C@@H](CC(C1)(C)C)O,minty,0,0,1,0
89-71-4,33094,CC1=CC=CC=C1C(=O)OC,floral;orangeflower;grape;ylang,0,1,0,0
32803-39-7,6438313,CC(C/C=C(\C)/CCCC(=C)C)C=O,sweet;aldehydic;animal;floral;fruity;powdery;citrus;waxy,1,1,0,0
22882-89-9,6436546,CCOC/C=C(/C)\CCC=C(C)C,floral;cologne;clean;rose,0,1,0,0
512-13-0,439711,C[C@]12CC[C@H](C1)C([C@H]2O)(C)C,clean;minty;eucalyptus;herbal;cooling;camphoreous;green;woody;earthy;pine,0,0,1,0
87731-18-8,5463762,COC(=O)OC1CCC/C=C\CC1,tagette;banana unripe banana;floral;fruity;violet;green,0,1,0,0
188829-73-4,5370602,CC(C)C/C=C(/C=O)\C1=CC=CC=C1,sweet;aldehydic;butter rancid;cocoa;nutty;fruity;brown;green;bitter;nut skin;chocolate,1,0,0,0
2435-16-7,102816,CCCCCCCC1CCCO1,natural;rose;floral;pea green pea;green;waxy,0,1,0,0
20298-72-0,11008915,CC(=O)O[C@H]1CCC[C@@H](C1)C(C)(C)C,floral;camphoreous;fresh;woody;orris,0,1,0,0
5502-75-0,83763,CC(C)C1CCC(CC1)CO,clean;magnolia;floral;grassy;fresh;muguet;cumin,0,1,0,0
624-41-9,12209,CCC(C)COC(=O)C,sweet;estery;ripe;fruit overripe fruit;banana;fruity;juicy fruit;tropical,1,0,0,0
591-24-2,11567,CC1CCCC(=O)C1,camphoreous;minty;medicinal,0,0,1,0
17627-44-0,86597,CC1=CCC(CC1)C(=CCC=C(C)C)C,floral;spicy;balsamic,0,1,0,0
53833-33-3,567305,CCCCC1=CSC=N1,herbal;minty;vegetable;green,0,0,1,0
18479-54-4,86750,CCC(C)(C=CC=C(C)C)O,sweet;floral;fresh;lily;citrus,1,1,0,0
59259-38-0,62151,C[C@@H]1CC[C@H]([C@@H](C1)OC(=O)C(C)O)C(C)C,cooling;minty;almost odorless,0,0,1,0
292605-05-1,59870763,CC/C=C\CCOCC(=C)C,floral;pear;fresh;green;radish;tropical;pepper bell pepper,0,1,0,0
89-80-5,6986,CC1CCC(C(=O)C1)C(C)C,minty,0,0,1,0
689-67-8,19633,CC(=CCCC(=CCCC(=O)C)C)C,aldehydic;magnolia;leafy;floral;rose;fruity;fresh;green,0,1,0,0
15764-16-6,61814,CC1=CC(=C(C=C1)C=O)C,cherry;vanilla;naphthyl;sweet;spicy;powdery;almond;chemical,1,0,0,0
10461-98-0,66327,C1CCC(=C(C#N)C2=CC=CC=C2)CC1,floral;peony;fresh;geranium;grapefruit,0,1,0,0
51534-36-2,116625,CCCCCCCCCCCC=CC=O,fatty;floral;green;citrus;waxy,0,1,0,0
19322-27-1,4564493,CC1=C(C(=O)CO1)O,sweet;sugar burnt sugar;cotton candy;caramellic;bready;sugar,1,0,0,0
623-70-1,429065,CCOC(=O)/C=C/C,sweet;fermented;rummy;caramellic;alliaceous;chemical;pungent,1,0,0,1
285977-85-7,11367306,CC1=CC2=C(CC(C2)(C)CO)C=C1,floral;lily;muguet,0,1,0,0
37677-14-8,93199,CC(=CCCC1=CCC(CC1)C=O)C,aldehydic;marine;greasy;floral;citrus,0,1,0,0
7786-29-0,24583,CCCCCCC(C)C=O,floral;lily;muguet;rose,0,1,0,0
7207-49-0,9562584,CCCCCC/C(=N/O)/C,clean;floral;fresh;green;earthy,0,1,0,0
40010-99-9,10856172,CCCCC1CC(C(=O)O1)C(=O)C,floral;jasmin;tuberose;gardenia,0,1,0,0
7775-39-5,569214,CC(C)C(=O)OC(C)C1=CC=CC=C1,mango;floral;fruity;green;jasmin;tropical,0,1,0,0
53018-24-9,103719,COC1CC2CC1C3C2CC=C3,sweet;herbal;melon;fruity;green,1,0,0,0
1115-11-3,10336,CC=C(C)C=O,nutty;fruity;anisic;green;ethereal;pungent;sharp,0,0,0,1
138-23-8,61085,CC(C)C(=O)OCCC(C)CCCC(=C)C,sweet;natural;rose red rose;spicy;floral;fruity;geranium;tropical,1,1,0,0
32764-98-0,122954,CC=CCCC1CCCC(=O)O1,petal;floral;fruity;tuberose;coconut;oily;apricot;jasmin;peach,0,1,0,0
38019-89-5,5366408,CCOC(C)OC/C=C(\C)/CCC=C(C)C,sweet;vanilla;caramellic;creamy,1,0,0,0
13877-93-5,5322111,C/C/1=C/CCC(=C)C2CC(C2CC1)(C)C,sweet;dry;spicy;terpenic;woody;clove,1,0,0,0
30673-38-2,121738,CCCCCCCCCC(=O)OCC(C)C,sweet;fermented;cognac;apricot;oily;brandy,1,0,0,0
88-84-6,6949,CC1CCC(=C(C)C)CC2=C1CCC2C,sweet;dry;spicy;guaiacwood;powdery;balsamic;woody,1,0,0,0
617-50-5,12044,CC(C)C(=O)OC(C)C,sweet;fruity;pineapple;pear;citrus,1,0,0,0
52210-18-1,103607,CC1=CCCC(C1C=CC(C)OC(=O)C)(C)C,sweet;berry;floral;violet;woody,1,1,0,0
2272-55-1,256043,CCOC(=O)[C@@H]1[C@H](O1)C2=CC=CC=C2,sweet;berry;floral;strawberry;honey;fruity;rose;tropical,1,1,0,0
NF0639,22770570,CC(C)C1CC(C=CO1)C2=CC=CC=C2,sweet;coumarin;spice,1,0,0,0
2153-26-6,16537,CC1=CCC(CC1)C(C)(C)OC=O,floral;herbal;fruity;lavender;woody;cypress;citrus,0,1,0,0
4747-07-3,78484,CCCCCCOC,sweet;painty;herbal;fruity;lavender,1,0,0,0
7764-50-3,24473,CC1CCC(CC1=O)C(=C)C,warm;spearmint;herbal;terpenic;cooling;camphoreous;bread rye bread;woody;minty;hay,0,0,1,0
2705-87-5,17617,C=CCOC(=O)CCC1CCCCC1,sweet;fruity;pineapple;candy;tropical;waxy,1,0,0,0
2438-20-2,102817,CCC(C)COC(=O)CC,sweet;fruity;rummy;ethereal,1,0,0,0
10482-77-6,112049,CC(CCC=C(C)C)CCOC(=O)C1=CC=CC=C1,floral;verbena;rose;rose dried rose,0,1,0,0
3360-41-6,76889,C1=CC=C(C=C1)CCCCO,floral;rose,0,1,0,0
77851-07-1,166500,CCOC(=O)C1C(=C(CCC1(C)C)C)C,spicy;warm;berry;floral;rose;fruity;woody,0,1,0,0
